college_id,college_name,college_full_name,city,state,ownership,nirf_rank,college_type,accreditation,website,contact_email,contact_phone,established_year,campus_size_acres,total_seats,hostel_available,girls_hostel,boys_hostel,sports_facilities,library,placement_cell,international_tie_ups,stream,course,course_specialization,degree_type,duration_years,entrance_exam,cutoff_type,cutoff_value_general,cutoff_value_obc,cutoff_value_sc,cutoff_value_st,cutoff_value_pwd,min_12th_percent_general,min_12th_percent_obc,min_12th_percent_sc,min_12th_percent_st,subjects_required_12th,lateral_entry_available,fees_annual_inr,fees_total_inr,scholarship_available,scholarship_details,placement_avg_lpa,placement_highest_lpa,top_recruiters,course_seats,reservation_general_percent,reservation_obc_percent,reservation_sc_percent,reservation_st_percent,reservation_pwd_percent,reservation_ews_percent,application_mode,application_start_date,application_end_date,counselling_date,admission_date,document_checklist,admission_steps,eligibility,capitation_fee,management_quota_available,nri_quota_available,foreign_national_quota,news_updates,tier
86,Vel Tech Chennai,"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,102,Engineering,NAAC B,https://www.veltechchennai.ac.in,admissions@veltechchennai.ac.in,044-32144788,1965,431,2253,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,VTUEEE,JEE Rank / Marks,34970,36295,97606,144308,77557,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1240000,4960000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.5,17 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",30,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.veltechchennai.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VTUEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VTUEEE score required. Age limit: Max 25 years.,No,Yes,No,No,"CLAT 2027 admission notification will be released in July 2026. | VTUEEE 2026 examination for slot 2 will be conducted from April 18-21, 2026.",3
87,Vel Tech Chennai,"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,102,Engineering,NAAC B,https://www.veltechchennai.ac.in,admissions@veltechchennai.ac.in,044-21567893,1965,220,1546,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Computer Science and Engineering Artificial Intelligence and Machine Learning,UG,4,VTUEEE,JEE Rank / Marks,2743,43300,66117,174973,195339,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1240000,4960000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.5,17 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",65,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.veltechchennai.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VTUEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VTUEEE score required. Age limit: Max 25 years.,No,Yes,No,No,"CLAT 2027 admission notification will be released in July 2026. | VTUEEE 2026 examination for slot 2 will be conducted from April 18-21, 2026.",3
88,Vel Tech Chennai,"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,102,Engineering,NAAC B,https://www.veltechchennai.ac.in,admissions@veltechchennai.ac.in,044-46041623,1965,347,1262,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Design,UG,4,VTUEEE,JEE Rank / Marks,6299,58337,95626,113657,184481,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1240000,4960000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.5,17 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",66,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.veltechchennai.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VTUEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VTUEEE score required. Age limit: Max 25 years.,No,Yes,No,No,"CLAT 2027 admission notification will be released in July 2026. | VTUEEE 2026 examination for slot 2 will be conducted from April 18-21, 2026.",3
89,Vel Tech Chennai,"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,102,Engineering,NAAC B,https://www.veltechchennai.ac.in,admissions@veltechchennai.ac.in,044-31815639,1965,769,330,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Aeronautical Engineering,UG,4,VTUEEE,JEE Rank / Marks,39606,64369,124516,166704,126789,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1240000,4960000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.5,17 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",106,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.veltechchennai.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VTUEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VTUEEE score required. Age limit: Max 25 years.,No,Yes,No,No,"CLAT 2027 admission notification will be released in July 2026. | VTUEEE 2026 examination for slot 2 will be conducted from April 18-21, 2026.",3
90,CIT Chennai,"Chennai Institute of Technology, Chennai",Chennai,Tamil Nadu,Private,233,Engineering,NAAC B,https://www.citchennai.ac.in,admissions@citchennai.ac.in,044-48357354,1963,49,2443,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,58984,46586,260019,337651,245586,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.3,14 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",36,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at CIT Chennai,3
91,CIT Chennai,"Chennai Institute of Technology, Chennai",Chennai,Tamil Nadu,Private,233,Engineering,NAAC B,https://www.citchennai.ac.in,admissions@citchennai.ac.in,044-47306169,1963,506,2031,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,58158,64172,228356,282834,261749,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.3,14 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",39,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,Admissions open for 2026-27 batch at CIT Chennai,3
92,CIT Chennai,"Chennai Institute of Technology, Chennai",Chennai,Tamil Nadu,Private,233,Engineering,NAAC B,https://www.citchennai.ac.in,admissions@citchennai.ac.in,044-47125035,1963,772,2254,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Computer Science and Business System,UG,4,TNEA; TANCET,TNEA Rank,20086,140469,169970,113320,124534,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,4.3,14 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",54,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,Admissions open for 2026-27 batch at CIT Chennai,3
93,"Easwari Engineering College, Chennai","Easwari Engineering College, Chennai",Chennai,Tamil Nadu,Private,362,Engineering,NAAC B,https://www.easwariengineeringco.ac.in,admissions@easwariengineer.ac.in,044-45188884,1966,565,728,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,Class 12,JEE Rank / Marks,18138,61812,258867,253834,162229,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.8,16 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",100,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Easwari Engineering College, Chennai",3
94,"Easwari Engineering College, Chennai","Easwari Engineering College, Chennai",Chennai,Tamil Nadu,Private,362,Engineering,NAAC B,https://www.easwariengineeringco.ac.in,admissions@easwariengineer.ac.in,044-29296666,1966,217,1780,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,Class 12,JEE Rank / Marks,31184,36733,191252,343325,195637,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.8,16 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",82,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Easwari Engineering College, Chennai",3
95,"Easwari Engineering College, Chennai","Easwari Engineering College, Chennai",Chennai,Tamil Nadu,Private,362,Engineering,NAAC B,https://www.easwariengineeringco.ac.in,admissions@easwariengineer.ac.in,044-43811366,1966,126,1629,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Biotechnology,UG,4,Class 12,JEE Rank / Marks,26949,59479,167310,195587,164362,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.8,16 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",95,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Easwari Engineering College, Chennai",3
96,"Easwari Engineering College, Chennai","Easwari Engineering College, Chennai",Chennai,Tamil Nadu,Private,362,Engineering,NAAC B,https://www.easwariengineeringco.ac.in,admissions@easwariengineer.ac.in,044-32704478,1966,368,1163,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Business Systems,UG,4,Class 12,JEE Rank / Marks,58068,55059,269889,298352,332590,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.8,16 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",109,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Easwari Engineering College, Chennai",3
97,KEC Erode,"Kongu Engineering College, Erode",Erode,Tamil Nadu,Private,367,Engineering,NAAC A+,https://www.kecerode.ac.in,admissions@kecerode.ac.in,044-33302680,1966,630,1505,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,30737,40682,66032,64875,143321,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,10.6,30 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",71,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,Yes,No,Admissions open for 2026-27 batch at KEC Erode,2
98,KEC Erode,"Kongu Engineering College, Erode",Erode,Tamil Nadu,Private,367,Engineering,NAAC A+,https://www.kecerode.ac.in,admissions@kecerode.ac.in,044-28336902,1966,262,949,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Machine Learning,UG,4,TNEA; TANCET,TNEA Rank,12113,44514,97075,71335,58074,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,10.6,30 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",112,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,Yes,No,Admissions open for 2026-27 batch at KEC Erode,2
99,KEC Erode,"Kongu Engineering College, Erode",Erode,Tamil Nadu,Private,367,Engineering,NAAC A+,https://www.kecerode.ac.in,admissions@kecerode.ac.in,044-49059513,1966,366,317,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence with Data Science,UG,4,TNEA; TANCET,TNEA Rank,14253,43634,124907,97737,70497,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,10.6,30 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",87,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,Yes,No,Admissions open for 2026-27 batch at KEC Erode,2
100,KEC Erode,"Kongu Engineering College, Erode",Erode,Tamil Nadu,Private,367,Engineering,NAAC A+,https://www.kecerode.ac.in,admissions@kecerode.ac.in,044-34569090,1966,748,840,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Chemical Engineering,UG,4,TNEA; TANCET,TNEA Rank,16916,63173,56622,77984,74786,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,10.6,30 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",64,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,Yes,No,Admissions open for 2026-27 batch at KEC Erode,2
101,KEC Erode,"Kongu Engineering College, Erode",Erode,Tamil Nadu,Private,367,Engineering,NAAC A+,https://www.kecerode.ac.in,admissions@kecerode.ac.in,044-48549528,1966,492,709,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Food Technology,UG,4,TNEA; TANCET,TNEA Rank,33430,36964,126532,154581,113784,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,220000,880000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,10.6,30 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",109,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,Yes,No,Admissions open for 2026-27 batch at KEC Erode,2
102,NIFTEM-T,"National Institute of Food Technology, Entrepreneurship and Management, Thanjavur",Thanjavur,Tamil Nadu,Private,162,Engineering,NAAC A,https://www.niftemt.ac.in,admissions@niftemt.ac.in,044-34367771,1990,244,558,No,No,No,No,Yes,Yes,Yes,Engineering,B.Tech,Food Engineering and Technology,UG,4,JEE Main,JEE Rank / Marks,42417,43143,299109,320625,173457,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,621000,2484000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.6,9 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",111,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,No,No,"JEE Main 2026 examination for session 2 will be conducted till April 08, 2026. | JEE Main admit card 2026 for session 2 will be available till April 07, 2026.",3
103,"Dr MGR Educational and Research Institute, Chennai","Dr MGR Educational and Research Institute, Chennai",Chennai,Tamil Nadu,Private,103,Engineering,NAAC B,https://www.drmgreducationalandr.ac.in,admissions@drmgreducationa.ac.in,044-23365273,1966,627,820,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Computer Science and Engineering,UG,4,JEE Main,JEE Rank / Marks,19716,49328,104404,273818,240650,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,800000,3200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.7,13 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",116,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,No,No,JEE Main 2026 Session 2 Result Link Soon | JEE Mains Session 2 answer key 2026 released,3
104,"Dr MGR Educational and Research Institute, Chennai","Dr MGR Educational and Research Institute, Chennai",Chennai,Tamil Nadu,Private,103,Engineering,NAAC B,https://www.drmgreducationalandr.ac.in,admissions@drmgreducationa.ac.in,044-34809857,1966,492,2227,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,JEE Main,JEE Rank / Marks,34225,76301,158676,289238,121316,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,800000,3200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.7,13 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",50,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,No,No,JEE Main 2026 Session 2 Result Link Soon | JEE Mains Session 2 answer key 2026 released,3
105,"Dr MGR Educational and Research Institute, Chennai","Dr MGR Educational and Research Institute, Chennai",Chennai,Tamil Nadu,Private,103,Engineering,NAAC B,https://www.drmgreducationalandr.ac.in,admissions@drmgreducationa.ac.in,044-22355271,1966,53,2300,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,JEE Main,JEE Rank / Marks,19623,38438,180140,221539,217859,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,800000,3200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.7,13 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",45,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,No,No,JEE Main 2026 Session 2 Result Link Soon | JEE Mains Session 2 answer key 2026 released,3
106,"Dr MGR Educational and Research Institute, Chennai","Dr MGR Educational and Research Institute, Chennai",Chennai,Tamil Nadu,Private,103,Engineering,NAAC B,https://www.drmgreducationalandr.ac.in,admissions@drmgreducationa.ac.in,044-30188890,1966,271,478,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Mechanical Engineering,UG,4,JEE Main,JEE Rank / Marks,16474,93220,140760,264098,314828,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,800000,3200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.7,13 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",32,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,No,No,JEE Main 2026 Session 2 Result Link Soon | JEE Mains Session 2 answer key 2026 released,3
